baseline_id,structure,structural_deviation,source_term,source_partition,condition_state_sha256,constitutive_relation_count,initial_broken_relations,restored_relations,new_breaks,residual_broken_relations,relation_transition_count,initial_offset,residual_offset,net_offset_change,absolute_offset_change,direction,new_break_fraction,criticality,criticality_order,reference_baseline_top_entry_index,response_state_sha256,pair_correspondence,pair_js_correspondence,pair_sign_continuity,pair_active_hit,relation_balance,pair_rank_within_active_hits
SB0732,extracellular-fluid electrolyte and acid-base balance structure,measured or functional quantity shifted below its reference structural range,Blood potassium decreased,remaining_5256,7ce9311197ef154eb31dc457d19faa505d8db965876857b026a8b1c231e70c16,0,0,0,0,0,0,0.14069155899622832,0.1436015664723732,0.0029100074761448935,0.0029100074761448935,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,7911753fd93dbbf2437d662acdcd0cd11252ac403eb2711ff401bd6027bfae54,0.29015519652217864,0.22865725185631547,0.5703125,False,0,
SB0733,extracellular-fluid electrolyte and acid-base balance structure,measured or functional quantity shifted above its reference structural range,Blood potassium increased,remaining_5256,06d50946c437798092cdae03af52d01a0997001c116cfa14bd77a7fe610b12c4,0,0,0,0,0,0,0.13503859662126516,0.13834892554553546,0.0033103289242703005,0.0033103289242703005,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,2617d5f472152888fd9fc4ce9848388b5831c60a86948c0815a2e76619d9e0b0,0.2952051014227192,0.23138579441795026,0.5859375,False,0,
SB0734,"vascular wall tone, lumen, and blood-flow structure",departure from the reference structural configuration or regulated functional range,Blood pressure abnormal,remaining_5256,e926343ad1cca26f6cda04251455ec9b247b506ef00895bdfc7610d3e1846a86,0,0,0,0,0,0,0.2265783776574053,0.23654023524264667,0.009961857585241374,0.009961857585241374,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,89867f6823c3563db29abc9060cdde5ab0cd5bc9742e5c3d341e44775cee652f,0.2944506865417237,0.23046577627039477,0.5859375,False,0,
SB0735,"vascular wall tone, lumen, and blood-flow structure",measured or functional quantity shifted below its reference structural range,Blood pressure diastolic decreased,remaining_5256,d62ee80f4d66bd4c34976e33cf3455289c3fae0aa9dabcb4f34545b5d9fe7e4c,0,0,0,0,0,0,0.21708573214063276,0.23080217075812182,0.013716438617489057,0.013716438617489057,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,7d483e2a2ce54e3694cca09eccbb397d4983ada810a0f63a67d95af400f1830b,0.30573073771475107,0.2476518142862818,0.5703125,False,0,
SB0736,"vascular wall tone, lumen, and blood-flow structure",measured or functional quantity shifted above its reference structural range,Blood pressure diastolic increased,remaining_5256,77fe2d61ba790b77bf7c59dfdf1e7e4bf10fbea0638f66020d59c9affc5d59c6,0,0,0,0,0,0,0.22875607235187245,0.24376624846885553,0.015010176116983076,0.015010176116983076,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,0f169786f7bf7473232d0bb1017c18f387f2d51d0924f02c50332bae11de257d,0.309407871014327,0.2504211841638134,0.578125,False,0,
SB0737,"vascular wall tone, lumen, and blood-flow structure","altered configuration or regulated output of the named structure, expressed as the state described by blood pressure fluctuation",Blood pressure fluctuation,remaining_5256,4cc3ad153fd7be6c39f3e2bf57bed749522cbb904c2972aec23aa8ceb6255bab,0,0,0,0,0,0,0.21463828626731896,0.2402795976670007,0.025641311399681732,0.025641311399681732,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,8d53d6395efa409c42b7e4c80c9e0494ffe11ccac4bdc83f0a248f4cdff6aa78,0.32220144580626287,0.25744840951983283,0.6171875,False,0,
SB0738,"vascular wall tone, lumen, and blood-flow structure","altered configuration or regulated output of the named structure, expressed as the state described by blood pressure inadequately controlled",Blood pressure inadequately controlled,remaining_5256,3e7d427f06d93952abf7925e5fac8145a68946766007f8e1c425454321ec397b,0,0,0,0,0,0,0.20594382534496736,0.23139965236455562,0.025455827019588262,0.025455827019588262,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,4bd27bab2cec6ca6db57f957be7982d99b9480cb31d87311c27291e969bd6534,0.31203569023425215,0.24676608565152702,0.609375,False,0,
SB0739,"vascular wall tone, lumen, and blood-flow structure",vascular pressure/load above the reference hemodynamic state,Blood pressure increased,remaining_5256,bac7e5e46ffd4034bd36d561ad7eb9c11610f0dd2400cf8af1efd6d3a2404618,0,0,0,0,0,0,0.20747781437962076,0.23422592290777122,0.02674810852815046,0.02674810852815046,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,363e22c1bf7cda646611ae98870a450ab1449ad3138140e616b8d190ed9c972e,0.3174794246884378,0.24997490815663148,0.625,False,0,
SB0740,"vascular wall tone, lumen, and blood-flow structure",measured state within the declared reference range rather than a malformation,Blood pressure normal,remaining_5256,bf775e48017a074dfea719dbeb4098f4e7d718d9823e5a9175e72234f311475b,0,0,0,0,0,0,0.24066099937242724,0.2526797906488141,0.012018791276386831,0.012018791276386831,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,3265ee0326cf325e8320583c5c52fcde905420c8a98bfa9374f162e654ecbcaa,0.3112736478583653,0.24926664372971385,0.59375,False,0,
SB0741,"vascular wall tone, lumen, and blood-flow structure",measured or functional quantity shifted below its reference structural range,Blood pressure systolic decreased,remaining_5256,d62ee80f4d66bd4c34976e33cf3455289c3fae0aa9dabcb4f34545b5d9fe7e4c,0,0,0,0,0,0,0.21708573214063276,0.23080217075812182,0.013716438617489057,0.013716438617489057,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,c809e4da6a3723e8cfdb6e0b73cad918ed7dcd9962e7382af12cbab15899115a,0.30573073771475107,0.2476518142862818,0.5703125,False,0,
SB0742,"vascular wall tone, lumen, and blood-flow structure",measured or functional quantity shifted above its reference structural range,Blood pressure systolic increased,remaining_5256,77fe2d61ba790b77bf7c59dfdf1e7e4bf10fbea0638f66020d59c9affc5d59c6,0,0,0,0,0,0,0.22875607235187245,0.24376624846885553,0.015010176116983076,0.015010176116983076,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,b5c33c5f20bf6d9ffd244b9abed788cbe84e5b40ede6b61f558dbe3d08f36d82,0.309407871014327,0.2504211841638134,0.578125,False,0,
SB0743,hypothalamic-pituitary hormone-control and release structure,measured or functional quantity shifted below its reference structural range,Blood prolactin decreased,remaining_5256,62fc0a9bb51db0fc63ff3ab2ad1a781ef1b973378c0dbf8d97e8bba7cee5c051,741,362,68,23,317,91,0.19057451909068457,0.17729018434038113,-0.01328433475030344,0.01328433475030344,TOWARD_REFERENCE,0.0310391363022942,MINOR,1,174,89418b7d30e86e58ceb161d406f7286bcc2ad1961f833d3211898f03840aeced,0.2777373647840589,0.21179861559031576,0.578125,True,45,1427
SB0744,hypothalamic-pituitary hormone-control and release structure,measured or functional quantity shifted above its reference structural range,Blood prolactin increased,remaining_5256,7858bf29f85da303f968bf5e0881f0cc1a31d4cea314b1260d5f26c42761cf18,741,347,59,23,311,82,0.18782873557976476,0.1777234197322577,-0.010105315847507068,0.010105315847507068,TOWARD_REFERENCE,0.0310391363022942,MINOR,1,174,3725234e0991bb6356b61b870793bcdc7d23963b1d6459867dce2079b5f2a361,0.280829562958539,0.2172845279982183,0.5703125,True,36,1396
SB0745,extracellular-fluid electrolyte and acid-base balance structure,measured or functional quantity shifted above its reference structural range,Blood sodium increased,remaining_5256,06d50946c437798092cdae03af52d01a0997001c116cfa14bd77a7fe610b12c4,0,0,0,0,0,0,0.13503859662126516,0.13834892554553546,0.0033103289242703005,0.0033103289242703005,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,59118015430f0a2a065c4e62e101e7f7ff5564b4a917346f5586ca9f2f7022e9,0.2952051014227192,0.23138579441795026,0.5859375,False,0,
SB0746,"circulating-blood biochemical, cellular, and measured-state structure",departure from the reference structural configuration or regulated functional range,Blood test abnormal,remaining_5256,bb460614f970474dd0749a8ddbca9e6ebd5affa849d8b9d900bee7d09c37b8ad,0,0,0,0,0,0,0.14982584537358656,0.15465605856609144,0.004830213192504873,0.004830213192504873,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,e28cc4e1b96008cb625479bcb3d3c8cf0c6c73b6672f70f288c980fdd4dfaf1d,0.28700300468123885,0.21966829839175472,0.59375,False,0,
SB0747,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",measured or functional quantity shifted below its reference structural range,Blood testosterone decreased,remaining_5256,ee8dedebd4cddfd699580029643c215bb8c8d4a087d9d3629c83ea2d6887732f,0,0,0,0,0,0,0.1284136627888175,0.15201364576287446,0.023599982974056966,0.023599982974056966,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,d945d9fe00df0109d3bcf7f28c485316ea861daf8923c3fe8b812cbd2c3e92ec,0.3068302011465443,0.24213286725188332,0.6015625,False,0,
SB0748,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",measured or functional quantity shifted above its reference structural range,Blood testosterone increased,remaining_5256,e1b209fdab819d3f5c4a226f7a564da19971c76c2878475f551970ce65bf7766,0,0,0,0,0,0,0.13138292392633033,0.15693727639353883,0.025554352467208497,0.025554352467208497,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,525ba69dd66b625d524e0f8f0567cdd149d599e466084d954f56a243ea73b90e,0.3095268941754213,0.24542151728709916,0.6015625,False,0,
SB0749,plasma coagulation-anticoagulation and fibrinolytic structure,measured or functional quantity shifted below its reference structural range,Blood thromboplastin decreased,remaining_5256,538bbd5b265f0cb776694d5500aa4fe4e5e1ad8d83e521f3cb3d3735731153b6,0,0,0,0,0,0,0.1905241485423237,0.20370519334091208,0.013181044798588393,0.013181044798588393,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,bf78f53dbdccaed295d771d2d3c650fc0ed29544c69ea0abcc62d493945f3fc2,0.2909960983273997,0.22625286381390208,0.5859375,False,0,
SB0750,thyroid follicular hormone-production and endocrine-control structure,measured or functional quantity shifted below its reference structural range,Blood thyroid stimulating hormone decreased,remaining_5256,00649531ac3a89c0c7b021932f9803ca87b277ac2f9888c399eb1ddf622a43bb,0,0,0,0,0,0,0.15122020586076745,0.15496292198781192,0.0037427161270444653,0.0037427161270444653,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,c2819a2b891d56dc82acab5a59b16a60c403c73b413e5d47de3c87db3fd3c32a,0.291250307613238,0.22141805806492443,0.609375,False,0,
SB0751,thyroid follicular hormone-production and endocrine-control structure,measured or functional quantity shifted above its reference structural range,Blood thyroid stimulating hormone increased,remaining_5256,553d9b6f0eee450c7e685df289e212d3f774f5c789933daac4e2527e6785610c,0,0,0,0,0,0,0.1436967977486966,0.15128803368751176,0.007591235938815166,0.007591235938815166,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,87857f86708c3238bd186482a2d1f766f48567754bf2565e3dd94a4de20a1536,0.2932524148257034,0.22557459125085788,0.6015625,False,0,
SB0752,"lipoprotein transport, lipid storage, and lipid-utilization structure",measured or functional quantity shifted below its reference structural range,Blood triglycerides decreased,remaining_5256,62d203c5b49cd9b5823ed6d5ac587ecda160ea70a02a2474d9b6cd30213ebd9a,0,0,0,0,0,0,0.20171144193787016,0.2183412766612075,0.016629834723337344,0.016629834723337344,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,84412fe225056c699dca75bb4e060e9de44a1d2cc245a49ff8929d6e3e30a09f,0.2826013468208984,0.21258548392792487,0.6015625,False,0,
SB0753,"lipoprotein transport, lipid storage, and lipid-utilization structure",measured or functional quantity shifted above its reference structural range,Blood triglycerides increased,remaining_5256,e1bd08401f8450c5f22dfae5bdd330f2219f27a6137e384b9342a5fa01c889fd,0,0,0,0,0,0,0.21333375441149105,0.22605809381742747,0.012724339405936425,0.012724339405936425,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,f8d605f755c77123a3e8e1bace8370d6a14cb710464417e9b2f8b57ca81db906,0.2863264419674084,0.2171282828870834,0.6015625,False,0,
SB0754,renal glomerular-tubular filtration and fluid-balance structure,departure from the reference structural configuration or regulated functional range,Blood urea abnormal,remaining_5256,a3471a7e3e4a1fb63efc0ca9a1d35c252d22d7e79091f4212c8066807b634945,91,35,6,4,33,10,0.14040095001082742,0.14784536508577428,0.007444415074946864,0.007444415074946864,AWAY_FROM_REFERENCE,0.04395604395604396,MINOR,1,231,495f39a81a2d33190bfe6a807259e2cdb1f7da98e9a7329f686902408aa38648,0.29613022582207627,0.2222243607586296,0.6328125,True,2,981
SB0755,renal glomerular-tubular filtration and fluid-balance structure,measured or functional quantity shifted below its reference structural range,Blood urea decreased,remaining_5256,54258c40325517854a70d854d094f2b53a53a438fdb5f53d25b8b6f43bf56a16,91,28,3,7,32,10,0.16529839892883436,0.18014020415653542,0.014841805227701066,0.014841805227701066,AWAY_FROM_REFERENCE,0.07692307692307693,MINOR,1,231,71134016c3adeface3ed4ccc665a5b17fa232071176bffa2460de5e3d5cd0201,0.3035053137969027,0.23807812658158867,0.6015625,True,-4,765
SB0756,renal glomerular-tubular filtration and fluid-balance structure,measured or functional quantity shifted above its reference structural range,Blood urea increased,remaining_5256,c6d886192100e101bccce0748b515da707d43c53ee08b367cfe8f588cca27019,91,28,2,6,32,8,0.16635711044501267,0.18409358679770849,0.017736476352695818,0.017736476352695818,AWAY_FROM_REFERENCE,0.06593406593406594,MINOR,1,231,006421433fa4229a5c87efed293a9d20e324f8be3a06430d11062504a17534cd,0.30581806141469053,0.24089855050572018,0.6015625,True,-4,685
SB0757,renal glomerular-tubular filtration and fluid-balance structure,measured state within the declared reference range rather than a malformation,Blood urea normal,remaining_5256,c25520dad0008dbce1e823f08cc128c79fb4c854d39d0660f0e0ff29d3ff409d,91,30,5,7,32,12,0.17285255646686437,0.18503818136306993,0.01218562489620556,0.01218562489620556,AWAY_FROM_REFERENCE,0.07692307692307693,MINOR,1,231,e784fc3e48712b193a149e3a79d583415b08fd5793a636e1d462d864ad485b06,0.30530006275404953,0.23855190579762142,0.609375,True,-2,725
SB0758,"circulating-blood biochemical, cellular, and measured-state structure",departure from the reference structural configuration or regulated functional range,Blood uric acid abnormal,remaining_5256,bb460614f970474dd0749a8ddbca9e6ebd5affa849d8b9d900bee7d09c37b8ad,0,0,0,0,0,0,0.14982584537358656,0.15465605856609144,0.004830213192504873,0.004830213192504873,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,020b4e829573f1d379316ffc0a4ef1af1be43088580ee8ed496f6a06061f60d2,0.28700300468123885,0.21966829839175472,0.59375,False,0,
SB0759,"circulating-blood biochemical, cellular, and measured-state structure",measured or functional quantity shifted below its reference structural range,Blood uric acid decreased,remaining_5256,19dc8a525e161ce30f4e9d63715a85b8c07b28de794444e3bf35eec52aa45e56,0,0,0,0,0,0,0.18726157736039417,0.20039693882208542,0.013135361461691253,0.013135361461691253,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,cb581978cf679c8e0e9d655af5594010e6ee7906b8ba6a3667302b40f1b4440f,0.3049066082649182,0.23464220520111978,0.625,False,0,
SB0760,"circulating-blood biochemical, cellular, and measured-state structure",measured or functional quantity shifted above its reference structural range,Blood uric acid increased,remaining_5256,34088595213123d55ba75e9e9dda01da8af4bcea08889cdf05b4444b1f0f153a,0,0,0,0,0,0,0.18926768002047778,0.20214729161075307,0.012879611590275286,0.012879611590275286,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,ce4362b0dc9602295675bc47b19dea9289cab56fb1ddda89cac6801d7b9b3538,0.3091231595716373,0.23806940191663084,0.6328125,False,0,
SB0761,urine formation-to-excretion composition and outflow structure,"altered configuration or regulated output of the named structure, expressed as the state described by blood urine",Blood urine,remaining_5256,5b22f25f8c010b6b4d0d96a350225b6685716885c304936f3fd10052cff0f7dc,0,0,0,0,0,0,0.1457769047379166,0.16475267293423146,0.018975768196314857,0.018975768196314857,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,174,44eb5eee7c93efef016455f4d8c26394183691f5d5723efa0e133b2b2483bae6,0.3158917820372405,0.24803875858200064,0.625,False,0,
SB0762,urine formation-to-excretion composition and outflow structure,detectable presence of the named material/state where the reference condition is absent or lower,Blood urine present,remaining_5256,b975dbcc793a4e7d3a45e600bcd8ef1e52a668bcdcba886e7b7579e56984dd1d,0,0,0,0,0,0,0.1702019185527035,0.188804430715783,0.01860251216307951,0.01860251216307951,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,174,6428d4813fdee95a4423a6b807d876e4f0c4ebbbb441dcf8ce2e3f659d9103fc,0.31020800163928375,0.24282225809668756,0.6171875,False,0,
SB0763,"systemic nutrient intake, transport, storage, and utilization structure",measured or functional quantity shifted below its reference structural range,Blood zinc decreased,remaining_5256,e9ba387b6d512545955ab586829a0bd710072daeea2203e4c9c0816b0a8711ca,0,0,0,0,0,0,0.1360549152124959,0.1493432859806363,0.013288370768140378,0.013288370768140378,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,9747a047aeab69a33dbed0c57b987b58919deb1684c79729fa2ec5aaab159752,0.3240432309011799,0.24768991573314625,0.671875,False,0,
SB0764,whole-organism integrated physiological structure,abnormal increase or ectopic release of secreted material,Bloody discharge,remaining_5256,403da33f3545c64b21635e8eebba9d02226e415d21aa631bc5712096b7e613e7,0,0,0,0,0,0,0.15119616572941885,0.17095525143622436,0.019759085706805513,0.019759085706805513,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,5d99c20e7a43621a38d5ae0531aecb60b58fd9ac9aa2031e2ad7b19d2775558c,0.32958082441257425,0.2578729566007003,0.65625,False,0,
SB0765,limbic-cortical affective and behavioral-control network,"altered configuration or regulated output of the named structure, expressed as the state described by blunted affect",Blunted affect,remaining_5256,b0c53cb67db9227a79f01d809de9b4cc8ad7ae69672976970c8cfeddfba0c5ef,0,0,0,0,0,0,0.16986208922582335,0.18258552625288915,0.012723437027065798,0.012723437027065798,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,f48eead56fe5fa5ebe70fd03520c48f16cabe8fe90dead2d4fd9991bb34c81f8,0.318014883218638,0.24719802831541227,0.640625,False,0,
SB0766,"adipose-tissue storage, body-composition, and energy-balance structure",departure from the reference structural configuration or regulated functional range,Body fat disorder,remaining_5256,6ac94409ac7028b78da7811d1c46c99ef9886b70c5bc5c7030169db8553d70a1,45,16,4,2,14,6,0.16131246118841625,0.18773454983209525,0.02642208864367901,0.02642208864367901,AWAY_FROM_REFERENCE,0.044444444444444446,MINOR,1,174,963b9a8c7ef5d3250a7e83714bb78ff6162b1d9f5bedb5a8144dd311d1128db5,0.3117181768198608,0.2498087522193425,0.59375,True,2,410
SB0767,"hair-follicle cycling, shaft-production, and perifollicular structure",reduced hair-follicle retention or shaft production relative to the normal cycling state,Body hair loss,remaining_5256,b6f84855050991eb7783438a73b71a22b34b6ce7cc75304fd57ce7d1699ca4bf,0,0,0,0,0,0,0.13298573001055858,0.16988633747948056,0.036900607468921987,0.036900607468921987,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,230,a1d1718bff919a087617b95b99067262fceff1906f2e97fa1d1a42b4fe657dec,0.31781692356312014,0.2452416750769758,0.6484375,False,0,
SB0768,whole-organism integrated physiological structure,measured or functional quantity shifted below its reference structural range,Body height decreased,remaining_5256,5c8a1402d0b8a0575db0fbf8ec098a783903eb3aa913b7398da2584045122172,0,0,0,0,0,0,0.1430487794773917,0.15575760989379217,0.012708830416400474,0.012708830416400474,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,3c89ed74898e8a5739002135ba3ca009677a6f702bc90d58c9239ab3a1aef625,0.29958147998309814,0.23672284144280265,0.5859375,False,0,
SB0769,"adipose-tissue storage, body-composition, and energy-balance structure",measured or functional quantity shifted below its reference structural range,Body mass index decreased,remaining_5256,6a69a4aafd8e979935a52a55aff4506ce26c3e3a5c6acc5d6f47fada0f0ea60b,45,22,7,1,16,8,0.16251700044227713,0.18782354801578383,0.0253065475735067,0.0253065475735067,AWAY_FROM_REFERENCE,0.022222222222222223,MINOR,1,174,cd999763697236ecc282aef4a3c8ee9303acd77b32a811bf8f70c4db7712f457,0.31165056089821,0.2445814767051342,0.6171875,True,6,413
SB0770,whole-organism integrated physiological structure,"altered configuration or regulated output of the named structure, expressed as the state described by body odor",Body odor,remaining_5256,0cd7a97662736abc84a14d67e7a5c691aeaedc752e098f10e40fcea405c3648e,0,0,0,0,0,0,0.10868114819921959,0.12141390171037425,0.01273275351115466,0.01273275351115466,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,7a81499c965e93941899008445973ab374f9d64afcca519a5e989e8dafb48836,0.3089996466264733,0.2413486544225284,0.6171875,False,0,
SB0771,central-peripheral thermoregulatory heat-production and heat-loss structure,body-temperature reduction below the reference range,Body temperature decreased,remaining_5256,7db5c6c21f6365af2b567bd5cad09a5acce4e4371290d31cdb74d6094c593b8b,3,3,0,0,3,0,0.11680115471462305,0.12351607256851327,0.006714917853890223,0.006714917853890223,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,174,ba32d0438a3e8a8a77f3c299271619fb963d92bca3d0845d839c1be7368cabdd,0.3000804438372746,0.23733133394789585,0.5859375,False,0,
SB0772,central-peripheral thermoregulatory heat-production and heat-loss structure,regulated or unregulated body-temperature elevation above the reference range,Body temperature increased,remaining_5256,ece9ee10b0935e1c01555cdfde7fea578372f6d0862318d59afa3917a3cdd325,3,3,0,0,3,0,0.14273908253630574,0.1468823924745568,0.004143309938251072,0.004143309938251072,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,174,fdbc11250464dfa46b64c9a2abe92bd3fb1fe90997bd890db131d9c522d0f09b,0.29418583222794453,0.21470833198529826,0.65625,False,0,
SB0773,whole-organism integrated physiological structure,"altered configuration or regulated output of the named structure, expressed as the state described by body tinea",Body tinea,remaining_5256,bab3d8ba20ce0e3cf48165a2f92d6fea983381f2e6935fceb57de02b895af7cb,0,0,0,0,0,0,0.1058515855560852,0.1188779468518254,0.013026361295740196,0.013026361295740196,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,8f098464be4b6bf43185e156041c097918edc506bcb60abf37b3db86d5e28c9d,0.3089712779979225,0.24131405853405186,0.6171875,False,0,
SB0774,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",loss of normal proliferative/differentiation constraint with clonal tissue expansion and architectural replacement,Bone cancer metastatic,remaining_5256,21fd5a9c21ffb673f734fc113228dfe29588f31cb0d909629df70fe999a88c39,0,0,0,0,0,0,0.1313116420472975,0.15509171758465334,0.023780075537355838,0.023780075537355838,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,7455091f3598749cfd831014894795ac5067d10af6edcd42cd5b086ac4f9ba35,0.30229306923916033,0.24002965760873207,0.5859375,False,0,
SB0775,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",measured or functional quantity shifted below its reference structural range,Bone density decreased,remaining_5256,ee8dedebd4cddfd699580029643c215bb8c8d4a087d9d3629c83ea2d6887732f,0,0,0,0,0,0,0.1284136627888175,0.15201364576287446,0.023599982974056966,0.023599982974056966,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,7b26f35c659362e03ad7b7b886aeaa3c6c857c7fad08ee4b49d53e8699fe9a9b,0.3068302011465443,0.24213286725188332,0.6015625,False,0,
SB0776,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",departure from the reference structural configuration or regulated functional range,Bone development abnormal,remaining_5256,d8458582d3c54ce93b82f0db0dfbc297725bdf726c5218013205df45e0883059,0,0,0,0,0,0,0.13767616473344702,0.1594535877986072,0.021777423065160173,0.021777423065160173,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,511b5d8a7dfe9b1e4700ca87c09b0815844dff095062e4af0540cc7702b5aa16,0.29286284644852767,0.22852938591283867,0.5859375,False,0,
SB0777,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",departure from the reference structural configuration or regulated functional range,Bone disorder,remaining_5256,d8458582d3c54ce93b82f0db0dfbc297725bdf726c5218013205df45e0883059,0,0,0,0,0,0,0.13767616473344702,0.1594535877986072,0.021777423065160173,0.021777423065160173,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,729b8946965d823053f77be2f59da06cfad8a86c950ad5332b2277f6e50948ec,0.29286284644852767,0.22852938591283867,0.5859375,False,0,
SB0778,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure","altered configuration or regulated output of the named structure, expressed as the state described by bone lesion",Bone lesion,remaining_5256,e1c15b7c617c83f4bee7b5d4f9c8dc5b4d58cbc29f4f194984804262376b2343,0,0,0,0,0,0,0.11883219202753126,0.15164666309618413,0.03281447106865287,0.03281447106865287,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,db55e28276d3a3ed554b8b298c92aa4dce6f8fd628ab8eef1d3fdcbd9c9933c7,0.31631834316484864,0.24855895507908377,0.625,False,0,
SB0779,bone-marrow hematopoietic stem-progenitor production structure,"altered configuration or regulated output of the named structure, expressed as the state described by bone marrow aplastic",Bone marrow aplastic,remaining_5256,c59eb7b2b98d473f98d110a4f468ad723041e427fbae2cc491422682169f395e,0,0,0,0,0,0,0.15319351842920526,0.1714789240502378,0.018285405621032536,0.018285405621032536,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,5,8561cf322afa5f3c17c1b9e6f9cb00e9641fd64b0d83545166d36f0640ef8598,0.31578640800380336,0.25134013171195535,0.609375,False,0,
SB0780,bone-marrow hematopoietic stem-progenitor production structure,persistent alteration of affective-valence and motivational network state,Bone marrow depression,remaining_5256,fd3485a902d8d8699f6e35b69b013729940ef42c61833fc576a655c0b37d4ae5,0,0,0,0,0,0,0.16600881937357748,0.1727203270966403,0.006711507723062837,0.006711507723062837,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,5,f47e33bf21fa5d78177fc1cb772f0d4753ad13c1a0416cc7c765e31711ee9b25,0.27691816488359006,0.21594440839462203,0.5546875,False,0,
SB0781,bone-marrow hematopoietic stem-progenitor production structure,"altered configuration or regulated output of the named structure, expressed as the state described by bone marrow granuloma",Bone marrow granuloma,remaining_5256,d772ff3b8c4a336961b03db095a1e75e660c4d448ee38600a2df3a74469cec49,0,0,0,0,0,0,0.15122809976866103,0.16841028509984657,0.01718218533118554,0.01718218533118554,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,5,da7407dcaba6b05793b11f2ab6a99e23621a45822e0b3af8bc97c12f7faa27a6,0.315197935723411,0.24547766551635486,0.6328125,False,0,
SB0782,bone-marrow hematopoietic stem-progenitor production structure,departure from the reference structural configuration or regulated functional range,Bone marrow toxicity,remaining_5256,5b87e6ceec43674925dd9e271e3aa50388263702b0def184c8dc0fe5ab59e44f,0,0,0,0,0,0,0.17590019116545896,0.19256328371102926,0.0166630925455703,0.0166630925455703,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,5,e5c651aec3566015bc7471d831eeada3d7cd7026950ef0ad056089c945bb492e,0.3007304190979778,0.23126423060729007,0.6171875,False,0,
SB0783,"bone mineralized matrix, cortical-trabecular continuity, and remodeling structure",measured or functional quantity shifted below its reference structural range,Bone mass decreased,remaining_5256,ee8dedebd4cddfd699580029643c215bb8c8d4a087d9d3629c83ea2d6887732f,0,0,0,0,0,0,0.1284136627888175,0.15201364576287446,0.023599982974056966,0.023599982974056966,AWAY_FROM_REFERENCE,0.0,INFORMATIONAL,0,231,79ae0612498f0268edff8535801dfbe2e682daaec7e75e0b1d7c75d68d8f9ff5,0.3068302011465443,0.24213286725188332,0.6015625,False,0,
